volatile acidity,citric acid,chlorides,density,pH,sulphates,alcohol,SugarFraction,Sulfur,Acidity,quality
0.51,0.23,0.072,0.99438,3.4,0.84,11.2,2.0113035258150807,0.5909090909090909,2.0294117647058827,6
0.63,0.03,0.08,0.99578,3.44,0.64,10.9,2.008475767739862,0.627906976744186,2.2093023255813953,6
0.715,0.01,0.064,0.99371,3.41,0.57,11.8,2.113292610520172,0.7209302325581395,2.258064516129032,6
0.56,0.03,0.086,0.99522,3.53,0.57,10.6,1.5072044372098632,0.782608695652174,1.9546742209631731,5
0.35,0.24,0.067,0.99576,3.43,0.54,10.0,2.0085161082991885,0.5833333333333334,2.128279883381924,4
0.21,0.37,0.067,0.99552,3.23,0.58,11.1,1.6072002571520414,0.6,2.8173374613003097,7
0.38,0.46,0.104,0.99664,3.12,0.65,11.8,2.107079788087976,0.6,3.3333333333333335,7
0.31,0.4,0.109,0.99614,3.31,0.79,11.8,2.8108498805388797,0.4375,2.6586102719033233,7
0.47,0.0,0.067,0.99517,3.4,0.58,10.9,2.2106775726760253,0.5,2.088235294117647,4
0.61,0.19,0.094,0.99787,3.22,0.5,10.0,4.008538186336898,0.43478260869565216,2.7329192546583854,6
0.6,0.04,0.076,0.99745,3.53,0.55,9.5,2.5063912978094143,0.20454545454545456,2.039660056657224,5
0.56,0.18,0.078,0.99576,3.15,0.49,9.9,1.606812886639351,0.47619047619047616,2.9206349206349205,5
0.715,0.0,0.068,0.99533,3.48,0.65,11.4,2.1098530135733875,0.8571428571428571,2.1839080459770113,6
0.31,0.29,0.194,0.99536,3.22,0.78,12.0,3.1144510528853884,0.5384615384615384,2.608695652173913,6
0.75,0.14,0.086,0.99824,3.34,0.64,10.5,2.5044077576534702,0.3,2.6646706586826348,5
0.8,0.12,0.083,0.99836,3.33,0.65,10.4,2.4039424656436554,0.2857142857142857,2.7027027027027026,6
0.52,0.38,0.066,0.99577,3.15,0.79,12.1,2.6110447191620554,0.5178571428571429,3.3968253968253967,7
0.57,0.0,0.072,0.99491,3.43,0.56,11.2,2.512790101617232,0.5,1.9825072886297375,6
0.9,0.34,0.112,1.00289,3.22,0.68,9.3,6.5809809650111175,0.23232323232323232,3.322981366459627,5
0.34,0.24,0.071,0.99576,3.44,0.58,10.1,2.0085161082991885,0.5769230769230769,2.0930232558139537,5
0.66,0.03,0.078,0.99743,3.53,0.57,9.7,2.305926230412159,0.18604651162790697,2.039660056657224,5
0.45,0.23,0.082,0.99774,3.22,0.65,9.3,1.904303726421713,0.5555555555555556,3.136645962732919,6
0.63,0.03,0.08,0.99745,3.53,0.58,9.8,2.2056243420722845,0.19318181818181818,2.039660056657224,6
0.59,0.01,0.08,0.9955,3.42,0.58,10.7,2.310396785534907,0.627906976744186,2.0760233918128654,6
0.31,0.39,0.078,0.99444,3.31,0.77,12.5,2.4134186074574635,0.3953488372093023,2.5075528700906347,7
1.02,0.02,0.084,0.99892,3.48,0.49,11.0,3.4036759700476513,0.5454545454545454,2.385057471264368,3
0.31,0.36,0.056,0.99562,3.4,0.69,11.8,2.611438098873064,0.2564102564102564,2.6176470588235294,5
0.635,0.1,0.08,0.99736,3.58,0.69,10.8,2.406352771316275,0.48484848484848486,2.0670391061452515,7
0.59,0.06,0.06,0.9962,3.41,0.59,10.8,6.022886970487854,0.6111111111111112,1.9941348973607036,7
0.58,0.2,0.081,0.998,3.23,0.59,9.5,3.006012024048096,0.13043478260869565,2.8482972136222906,5
0.54,0.27,0.084,0.9964,3.39,0.71,11.0,2.6093938177438782,0.15384615384615385,2.1238938053097347,5
0.56,0.0,0.079,0.9948,3.59,0.54,11.5,2.2114997989545637,0.6666666666666666,1.6991643454038996,6
0.52,0.13,0.078,0.99528,3.43,0.59,10.8,2.411381721726549,0.5573770491803278,2.1574344023323615,6
0.305,0.39,0.059,0.99331,3.29,0.52,11.5,1.20808206904189,0.6363636363636364,2.2188449848024314,6
0.38,0.48,0.132,0.99577,3.23,0.57,13.2,3.8161422818522346,0.2727272727272727,2.879256965944273,6
0.28,0.46,0.114,0.99901,3.18,0.6,10.9,9.008918829641345,0.3333333333333333,2.8616352201257858,6
0.46,0.44,0.065,0.99674,3.33,0.62,12.2,2.909484920841945,0.5,3.003003003003003,6
0.395,0.46,0.094,0.99639,3.27,0.64,12.2,4.616666164855126,0.3,2.8746177370030583,7
0.315,0.4,0.079,0.99512,3.27,0.67,11.9,2.2107886486051935,0.5,2.6299694189602447,6
0.715,0.19,0.161,0.99395,3.62,0.61,11.0,1.5091302379395342,0.11290322580645161,1.4640883977900552,5
0.41,0.31,0.084,0.99824,3.38,0.64,10.1,8.815515306940215,0.5777777777777777,2.0118343195266273,6
0.36,0.32,0.081,0.9964,3.3,0.72,11.0,2.207948615014051,0.4050632911392405,2.545454545454546,6
0.62,0.12,0.072,0.99504,3.38,0.89,11.8,1.808972503617945,0.8260869565217391,2.4852071005917162,6
0.41,0.37,0.091,0.99786,3.24,0.56,10.5,2.304932555669132,0.43478260869565216,2.962962962962963,5
0.47,0.27,0.055,0.99516,3.18,0.8,11.2,2.3111861409220626,0.5,2.7044025157232703,5
0.22,0.36,0.064,0.99604,3.47,0.87,11.0,1.9075539134974497,0.6883116883116883,2.478386167146974,7
0.24,0.33,0.061,0.99786,3.47,0.9,10.2,2.304932555669132,0.7123287671232876,2.7089337175792507,6
0.67,0.19,0.093,0.99736,3.2,0.59,9.2,2.2058233737065853,0.14666666666666667,2.625,4
0.33,0.38,0.063,0.99468,3.3,0.73,12.0,3.3176498974544577,0.5263157894736842,2.6363636363636362,7
0.61,0.01,0.08,0.99746,3.69,0.73,10.5,1.9048382892547069,0.32,1.7886178861788617,5
0.61,0.01,0.074,0.99748,3.48,0.65,9.8,2.005052732886875,0.34210526315789475,2.1264367816091956,5
0.4,0.29,0.078,0.9971,3.45,0.59,9.5,1.9055260254738742,0.4393939393939394,2.2028985507246372,6
0.3,0.38,0.06,0.99543,3.39,0.72,11.8,2.310559255799001,0.2638888888888889,2.5958702064896757,6
0.63,0.5,0.071,0.99791,3.07,0.6,10.4,1.4029321281478289,0.23076923076923078,3.908794788273616,4
0.38,0.38,0.068,0.99356,3.34,0.72,12.9,2.818148878779339,0.5476190476190477,2.155688622754491,7
0.46,0.17,0.073,0.99425,3.61,0.54,11.4,1.6092532059341214,0.6363636363636364,1.7174515235457064,5
0.33,0.52,0.074,0.99509,3.36,0.76,12.4,2.2108552995206465,0.52,2.857142857142857,7
0.27,0.49,0.082,0.99484,3.19,0.52,12.5,5.0259338185034785,0.5294117647058824,3.103448275862069,7
0.43,0.4,0.092,0.99834,3.22,0.64,10.0,2.604323176472945,0.25,3.136645962732919,7
0.5,0.34,0.094,0.99864,3.24,0.6,9.7,2.303132259873428,0.2222222222222222,3.0246913580246915,7
0.3,0.49,0.09,0.99498,3.27,0.64,12.1,3.8191722446682346,0.4583333333333333,2.53822629969419,7
0.44,0.42,0.071,0.99566,3.14,0.79,11.1,2.0087178354056605,0.35,3.2484076433121016,7
0.44,0.58,0.092,0.99745,3.29,0.99,12.0,4.110481728407438,0.4583333333333333,3.100303951367781,7
0.28,0.48,0.093,0.99408,3.26,0.62,12.4,2.112506035731531,0.5,2.5460122699386507,7
0.12,0.45,0.075,0.99552,3.41,0.76,11.9,1.8081002892960465,0.47619047619047616,2.6099706744868034,7
0.31,0.4,0.058,0.99536,3.31,0.68,11.2,2.2102555859186626,0.6,2.4773413897280965,7
0.34,0.48,0.052,0.99458,3.2,0.69,12.1,2.1114440266243037,0.5555555555555556,3.1874999999999996,7
0.43,0.4,0.082,0.99538,3.44,0.54,12.2,2.7125318973658303,0.5454545454545454,2.2093023255813953,6
0.21,0.52,0.09,0.99648,3.36,0.67,10.4,1.9067116249197174,0.391304347826087,2.5297619047619047,5
0.36,0.52,0.111,0.99568,3.31,0.62,11.3,2.109111361079865,0.5,2.719033232628399,6
0.37,0.52,0.088,0.99613,3.29,0.58,11.1,2.007770070171564,0.23529411764705882,2.8875379939209727,6
0.57,0.12,0.12,0.99519,3.47,0.71,11.3,2.3111164702217666,0.6944444444444444,1.8443804034582132,7
0.59,0.05,0.089,0.99735,3.36,0.61,10.0,2.0053140823181432,0.375,2.380952380952381,5
0.47,0.27,0.058,0.99518,3.16,0.85,11.1,1.9092023553528006,0.47368421052631576,2.6898734177215187,6
0.56,0.14,0.078,0.99592,3.27,0.62,9.3,1.6065547433528797,0.3888888888888889,2.171253822629969,5
0.57,0.02,0.115,0.99654,3.38,0.69,9.5,2.107291227647661,0.375,1.952662721893491,5
0.27,0.39,0.1,0.99546,3.15,0.69,11.2,2.009121411206879,0.7407407407407407,2.793650793650794,6
0.34,0.4,0.065,0.99554,3.34,0.86,11.0,2.4107519537135627,0.5,2.4850299401197606,6
0.38,0.41,0.103,0.99604,3.13,0.58,11.9,2.409541785470463,0.6,2.8753993610223643,7
0.66,0.2,0.097,0.99733,3.13,0.48,9.2,2.1056220107687524,0.20353982300884957,2.7156549520766773,5
0.4,0.43,0.068,0.9943,3.2,0.6,12.2,2.4137584230111635,0.6304347826086957,2.8125,6
0.56,0.09,0.079,0.99669,3.46,0.61,10.2,2.909630878206865,0.3181818181818182,1.9364161849710984,5
0.26,0.48,0.066,0.99724,3.33,0.87,10.9,1.9052585134972524,0.6,3.1231231231231233,6
0.38,0.5,0.104,0.99643,3.22,0.65,11.6,2.4085986973495377,0.46153846153846156,3.136645962732919,7
0.34,0.44,0.079,0.99605,3.52,0.63,10.7,1.7067416294362732,0.5,2.414772727272727,5
0.33,0.41,0.073,0.99658,3.3,0.62,12.1,5.920247245579883,0.5384615384615384,2.666666666666667,7
0.41,0.3,0.083,0.997,3.44,0.52,9.4,2.106318956870612,0.4861111111111111,2.0930232558139537,5
0.59,0.29,0.109,0.99801,3.15,0.5,9.1,2.605184316790413,0.2605042016806723,2.666666666666667,5
0.4,0.32,0.061,0.99416,3.28,0.49,11.3,3.621147501408224,0.3103448275862069,2.1341463414634148,7
0.45,0.49,0.075,0.9969,3.13,0.63,10.4,1.404353495837095,0.5,3.8977635782747604,5
0.5,0.3,0.065,0.99774,3.32,0.71,10.5,1.904303726421713,0.47058823529411764,2.7409638554216866,6
0.86,0.26,0.079,0.99712,3.25,0.62,10.0,1.9054878048780486,0.4642857142857143,2.923076923076923,5
0.52,0.32,0.07,0.99418,3.34,0.82,12.9,2.1122935484519907,0.7285714285714285,2.1856287425149703,6
0.58,0.0,0.064,0.99562,3.45,0.58,11.3,2.008798537594665,0.6363636363636364,2.1449275362318843,6
0.34,0.39,0.066,0.9947,3.19,0.55,11.4,1.4074595355383532,0.42857142857142855,3.0721003134796243,7
0.36,0.3,0.08,0.99693,3.44,0.5,9.4,1.6049271262776725,0.5,2.063953488372093,5
0.39,0.12,0.097,0.99596,3.16,0.49,9.4,1.7068958592714567,0.7037037037037037,2.4367088607594938,5
0.295,0.4,0.073,0.99556,3.14,0.51,10.9,1.506689702278115,0.6666666666666666,3.0891719745222925,6
0.34,0.28,0.082,0.99694,3.45,0.48,9.4,2.006138784681124,0.45588235294117646,2.0579710144927534,5
0.4,0.1,0.076,0.99554,3.36,0.48,9.4,2.0089599614279687,0.6382978723404256,1.9345238095238095,6
0.35,0.45,0.092,0.99918,3.15,0.43,9.4,2.5020516823795513,0.22727272727272727,3.174603174603175,5
0.6,0.06,0.079,0.99697,3.39,0.62,10.1,2.006078417605344,0.4634146341463415,2.271386430678466,6
0.66,0.0,0.087,0.99378,3.71,0.63,12.8,2.213769647205619,0.2727272727272727,1.5094339622641508,7
0.84,0.34,0.05,0.99554,3.12,0.48,9.1,1.406271972999578,0.4,2.8525641025641026,6
0.69,0.0,0.055,0.99162,3.47,0.53,12.9,1.663943849458462,0.5833333333333334,1.8443804034582132,6
0.43,0.3,0.062,0.99495,3.44,0.72,11.5,2.211166390270868,0.5,2.1802325581395348,7
0.35,0.38,0.058,0.99676,3.26,0.82,10.6,1.5048757975841727,0.6595744680851063,3.0368098159509205,7
0.29,0.33,0.063,0.99516,3.26,0.84,11.7,2.0599702560392297,0.48148148148148145,2.791411042944785,7
0.36,0.32,0.067,0.9928,3.36,0.55,12.8,1.813053988718775,0.5,2.0238095238095237,7
0.43,0.29,0.081,0.99603,3.25,0.54,10.3,1.6063773179522707,0.6,2.523076923076923,5
0.3,0.34,0.064,0.99516,3.26,0.84,11.7,2.0097270790626633,0.48,2.791411042944785,7
0.35,0.4,0.11,0.99549,3.23,0.7,12.0,3.616309556098002,0.5,2.755417956656347,7
0.5,0.36,0.116,0.99722,3.18,0.68,10.9,2.8078056998455705,0.4727272727272727,3.0188679245283017,5
0.28,0.45,0.067,0.99354,3.25,0.55,12.3,1.711053404996276,0.5833333333333334,2.7384615384615385,7
0.32,0.31,0.088,0.9957,3.17,0.55,10.4,2.008637139700713,0.631578947368421,2.8075709779179814,6
1.005,0.15,0.102,0.99604,3.23,0.48,10.0,2.108349062286655,0.34375,2.3839009287925697,5
0.71,0.0,0.092,0.99635,3.38,0.58,10.0,1.605861394088423,0.7096774193548387,2.2189349112426036,6
0.58,0.16,0.12,0.99454,3.22,0.58,11.2,2.0109799505298933,0.42857142857142855,2.484472049689441,6
0.39,0.46,0.075,0.99598,3.06,0.84,11.4,2.2088796963794457,0.5185185185185185,3.4313725490196076,6
0.38,0.4,0.068,0.99486,3.27,0.75,12.6,2.21136642341636,0.42857142857142855,2.7217125382262997,7
0.18,0.37,0.049,0.99007,2.89,0.44,12.7,0.9090266344803903,0.3302752293577982,2.7681660899653977,6
0.5,0.14,0.078,0.99636,3.53,0.61,10.4,1.806575936408527,0.43478260869565216,1.98300283286119,5
0.36,0.66,0.123,0.99642,3.2,0.53,11.9,2.4086228698741494,0.375,3.53125,6
0.51,0.09,0.062,0.99584,3.35,0.54,10.5,2.108772493573265,0.4444444444444444,2.08955223880597,5
0.32,0.42,0.098,0.99506,3.27,0.55,12.3,2.3114184069302355,0.3333333333333333,2.5076452599388377,6
0.58,0.01,0.088,0.99568,3.32,0.56,10.5,1.8078097380684557,0.6666666666666666,2.319277108433735,7
0.83,0.0,0.095,0.99822,3.33,0.6,10.4,2.804992887339464,0.3953488372093023,2.5825825825825826,6
0.31,0.32,0.066,0.99364,3.41,0.56,12.6,1.9121613461615876,0.3888888888888889,2.3167155425219943,6
0.795,0.0,0.065,0.99378,3.49,0.52,11.6,2.213769647205619,0.5384615384615384,1.8338108882521489,5
0.34,0.21,0.075,0.99586,3.37,0.54,10.1,2.510393027132328,0.6029411764705882,2.136498516320475,6
0.59,0.0,0.091,0.99488,3.42,0.55,11.5,2.110807333547765,0.6428571428571429,2.0760233918128654,7
0.55,0.01,0.093,0.99514,3.35,0.58,11.0,1.8087907229133589,0.6,2.1791044776119404,7
0.82,0.0,0.095,0.99854,3.36,0.53,9.6,4.105994752338414,0.35714285714285715,2.4107142857142856,5
0.57,0.08,0.089,0.99592,3.3,0.59,10.4,2.6106514579484297,0.5185185185185185,2.272727272727273,6
0.745,0.18,0.077,0.99739,3.2,0.47,9.7,2.506542074815268,0.3125,2.78125,6
0.37,0.34,0.085,0.99683,3.17,0.65,10.6,2.4076321940551546,0.29411764705882354,3.186119873817035,7
0.31,0.34,0.082,0.99356,3.22,0.59,12.5,2.516204356052981,0.7428571428571429,2.3602484472049685,7
0.91,0.1,0.074,0.99672,3.35,0.56,9.2,1.8059234288466168,0.35714285714285715,2.1791044776119404,5
0.41,0.41,0.078,0.9953,3.24,0.77,12.6,6.229277604742289,0.5952380952380952,2.6851851851851847,7
0.5,0.21,0.088,0.99692,3.33,0.83,11.1,2.20679693455844,0.5384615384615384,2.6726726726726726,6
0.965,0.0,0.088,0.99756,3.58,0.67,10.2,2.2053811299570953,0.5,2.0670391061452515,5
0.49,0.19,0.079,0.99547,3.38,0.64,9.8,1.7077360442805911,0.5,2.0414201183431953,6
0.39,0.41,0.069,0.99859,3.29,0.81,10.9,8.912566719073896,0.46153846153846156,2.8875379939209727,7
0.39,0.33,0.046,0.99294,3.36,0.62,12.2,3.323463653392954,0.22641509433962265,1.9047619047619049,6
0.44,0.0,0.07,0.99438,3.32,0.58,11.4,1.4079124680705564,0.8421052631578947,2.0783132530120483,6
0.78,0.0,0.076,0.99612,3.31,0.62,10.7,1.7066216921656026,0.7333333333333333,2.29607250755287,6
0.43,0.17,0.082,0.99634,3.49,0.64,10.4,1.8066122006543952,0.5294117647058824,2.0343839541547277,5
0.49,0.36,0.081,0.99702,3.27,0.78,10.9,1.7050811418025715,0.21428571428571427,2.8440366972477067,6
0.5,0.36,0.084,0.99704,3.27,0.77,10.8,1.805343817700393,0.35294117647058826,2.8440366972477067,6
0.46,0.59,0.414,0.99702,3.03,1.34,9.2,1.4041844697197647,0.35555555555555557,2.8052805280528053,5
0.605,0.05,0.073,0.99258,3.56,0.55,12.9,2.4179411231336516,0.76,1.5730337078651684,5
0.33,0.42,0.07,0.99426,3.38,0.77,12.7,2.313278216965381,0.45,2.4556213017751483,7
0.64,0.27,0.095,0.99747,3.13,0.62,9.1,2.005072834270705,0.06493506493506493,2.619808306709265,6
0.48,0.53,0.101,0.99586,3.21,0.59,12.1,4.016628843411724,0.3,2.7725856697819315,7
0.42,0.25,0.104,0.99784,3.15,0.57,9.1,3.908442235228093,0.3111111111111111,2.4126984126984126,5
0.53,0.57,0.093,0.9971,3.19,0.76,11.6,2.406980242703841,0.5769230769230769,3.103448275862069,7
0.23,0.57,0.074,0.9981,3.14,0.7,9.9,1.8034265103697025,0.375,3.6942675159235665,6
0.4,0.5,0.071,0.99462,3.21,0.69,12.5,1.8097363817337275,0.4375,2.8348909657320873,8
0.38,0.44,0.098,0.9956,3.3,0.64,11.4,1.9083969465648853,0.4,2.4242424242424243,6
0.29,0.65,0.075,0.99565,3.22,0.63,11.8,2.410485612414001,0.35294117647058826,3.167701863354037,6
0.74,0.09,0.067,0.99418,3.28,0.57,11.8,2.011708141382848,0.5,2.5,6
0.61,0.18,0.083,0.9963,3.29,0.6,10.2,2.408912978018669,0.3,2.3404255319148937,6
0.52,0.08,0.07,0.99358,3.4,0.72,12.5,2.4155075585257353,0.5,1.9411764705882353,7
0.31,0.53,0.06,0.99572,3.02,0.83,10.9,2.2094564737074682,0.3,3.6754966887417218,7
0.62,0.35,0.086,0.997,3.31,0.62,10.8,2.8084252758274824,0.5384615384615384,2.416918429003021,5
0.33,0.45,0.057,0.99498,3.18,0.89,11.1,1.5075679913164084,0.5135135135135135,2.9245283018867925,7
0.77,0.2,0.098,0.99892,3.2,0.58,9.2,8.108757458054699,0.32608695652173914,2.34375,5
0.35,0.26,0.083,0.9968,3.4,0.58,9.5,1.8057784911717496,0.44,2.1176470588235294,6
0.62,0.33,0.088,0.9972,3.31,0.58,10.7,2.7075812274368234,0.43243243243243246,2.416918429003021,6
0.25,0.34,0.071,0.99769,3.44,0.86,10.2,2.004630696909862,0.6716417910447762,2.645348837209302,7
0.32,0.56,0.073,0.99534,3.15,0.73,11.4,2.009363634536942,0.375,3.1428571428571432,6
0.37,0.65,0.08,0.99817,3.27,0.58,11.0,6.411733472254226,0.375,2.6299694189602447,5
0.3,0.68,0.05,0.99316,3.01,0.51,12.3,8.357162994885014,0.13489208633093525,2.6245847176079735,7
0.27,0.56,0.047,0.99471,3.16,0.51,11.8,1.407445386092429,0.375,3.259493670886076,6
0.3,0.68,0.05,0.99316,3.01,0.51,12.3,8.357162994885014,0.12975778546712802,2.6245847176079735,7
0.38,0.3,0.073,0.99685,3.42,0.59,9.5,1.8056879169383557,0.44285714285714284,2.1052631578947367,6
0.42,0.45,0.072,0.99617,3.33,0.77,12.0,2.409227340714938,0.5423728813559322,2.612612612612612,6
0.48,0.08,0.074,0.99529,3.12,0.49,9.6,1.8085181203468337,0.625,2.1794871794871793,5
0.34,0.4,0.055,0.99738,3.38,0.66,11.6,4.712346347430267,0.3333333333333333,2.514792899408284,7
0.19,0.42,0.057,0.994,3.29,0.69,11.2,1.6096579476861168,0.6,2.4012158054711246,6
0.41,0.54,0.095,0.99735,3.02,0.76,9.9,1.5039855617386073,0.5365853658536586,3.8410596026490067,7
0.26,0.54,0.083,0.99451,2.98,0.63,11.8,1.9104885823169198,0.5675675675675675,3.3557046979865772,8
0.34,0.42,0.086,0.99546,3.35,0.6,11.4,2.009121411206879,0.42105263157894735,2.3582089552238807,6
0.54,0.09,0.081,0.99479,3.43,0.59,11.5,2.010474572522844,0.625,2.0408163265306123,6
0.31,0.36,0.079,0.99615,3.33,0.86,12.0,2.2085027355317974,0.3548387096774194,2.7627627627627627,7
0.725,0.09,0.117,0.99655,3.35,0.49,10.8,5.519040690381817,0.5294117647058824,1.9701492537313432,6
0.4,0.47,0.087,0.99772,3.15,0.5,10.5,2.5057130256985927,0.3,2.984126984126984,5
0.52,0.38,0.096,0.99666,3.2,0.52,9.4,1.5050267894768528,0.2777777777777778,2.6874999999999996,5
0.31,0.45,0.216,0.99358,3.15,0.81,12.5,2.1135691137100183,0.3125,2.5396825396825395,7
0.34,0.42,0.072,0.99392,3.11,0.78,12.4,2.1128461043142304,0.6388888888888888,2.7009646302250805,6
0.49,0.27,0.071,0.99388,3.35,0.63,12.0,2.1129311385680367,0.56,2.208955223880597,6
0.48,0.09,0.078,0.99402,3.45,0.54,11.2,1.7102271584072755,0.6,1.7681159420289854,6
0.48,0.34,0.073,0.9936,3.28,0.66,12.4,2.214170692431562,0.64,2.4390243902439024,6
0.57,0.28,0.048,0.99374,3.41,0.6,12.8,2.1132288123654077,0.2653061224489796,1.847507331378299,5
0.23,0.42,0.069,0.99376,3.21,0.54,12.3,1.9119304459829334,0.5294117647058824,2.554517133956386,6
0.3,0.41,0.068,0.99523,3.27,0.85,11.7,2.0095857239030175,0.4166666666666667,2.782874617737003,7
0.78,0.1,0.09,0.99855,3.36,0.49,9.5,3.304791948325071,0.3076923076923077,2.4107142857142856,5
0.47,0.43,0.171,0.9982,3.17,0.76,10.8,2.103786816269285,0.4090909090909091,3.406940063091483,6
0.53,0.0,0.07,0.99593,3.25,0.64,10.0,1.4057212856325243,0.42857142857142855,2.553846153846154,6
0.42,0.27,0.092,0.99471,3.78,0.64,12.3,2.010636265846327,0.41818181818181815,1.4285714285714288,7
0.33,0.41,0.056,0.99396,3.29,0.71,11.0,1.509115054931788,0.17142857142857143,2.4012158054711246,6
0.24,0.39,0.074,0.99698,3.12,0.59,9.5,1.6048466368432668,0.3,2.8525641025641026,6
0.4,0.5,0.046,0.9902,3.49,0.66,13.6,4.342557059179963,0.3625,1.4326647564469912,6
0.69,0.07,0.091,0.99572,3.38,0.6,11.3,2.510745992849395,0.7142857142857143,2.0710059171597632,6
0.39,0.12,0.065,0.99252,3.3,0.53,13.3,2.1158263813323663,0.5833333333333334,2.1515151515151514,6
0.66,0.0,0.066,0.99256,3.52,0.58,12.9,2.5187394212944305,0.4666666666666667,1.5909090909090908,5
0.54,0.34,0.076,0.99235,3.2,0.72,13.1,2.5192724341210257,0.47058823529411764,2.46875,8
0.5,0.0,0.062,0.99352,3.44,0.55,12.3,1.8117400756904745,0.75,1.9186046511627906,6
0.47,0.0,0.055,0.9922,3.45,0.48,12.3,1.411005845595646,0.8181818181818182,1.826086956521739,6
0.4,0.37,0.081,0.99674,3.12,0.65,11.2,1.9062142584826534,0.5862068965517241,3.4294871794871793,6
0.58,0.0,0.096,0.99557,3.62,0.62,11.5,2.2097893668953468,0.23076923076923078,1.7955801104972375,4
0.24,0.35,0.055,0.99394,3.14,0.59,11.3,1.7103648107531642,0.48148148148148145,2.802547770700637,7
0.29,0.26,0.063,0.9915,3.39,0.54,13.5,1.7145738779626827,0.2727272727272727,1.710914454277286,6
0.76,0.0,0.072,0.99379,3.51,0.6,11.5,2.9181215347306777,0.5,1.794871794871795,6
0.43,0.33,0.095,0.9984,3.22,0.68,10.0,2.7043269230769234,0.3146067415730337,3.105590062111801,5
0.43,0.35,0.092,0.99798,3.21,0.69,10.5,3.3066794925750016,0.34285714285714286,3.2710280373831777,6
0.6,0.0,0.058,0.9977,3.18,0.63,10.4,1.9043800741705923,0.5,2.8616352201257858,6
0.19,0.21,0.045,0.99341,3.32,0.44,9.5,1.711277317522473,0.4222222222222222,1.7771084337349399,5
0.36,0.34,0.075,0.9933,3.38,0.88,13.6,1.812141347025068,0.47368421052631576,2.1893491124260356,7
0.48,0.07,0.089,0.99684,3.37,0.68,11.2,5.517435094899884,0.5555555555555556,2.136498516320475,7
0.28,0.35,0.061,0.99524,3.3,0.74,11.8,1.7081307021421968,0.4,2.5757575757575757,7
0.25,0.43,0.067,0.9946,3.38,0.6,11.9,1.7092298411421676,0.44,2.366863905325444,6
0.52,0.45,0.08,0.99774,3.22,0.76,11.4,2.0045302383386456,0.46153846153846156,3.229813664596273,6
0.41,0.15,0.104,0.99786,3.14,0.58,9.1,3.7079349808590387,0.30851063829787234,2.3885350318471334,5
0.51,0.24,0.079,0.99764,3.34,0.64,9.5,2.0047311655507,0.18604651162790697,2.4550898203592815,6
0.4,0.3,0.08,0.9969,3.41,0.65,9.5,1.7052863878021867,0.4177215189873418,2.1407624633431084,6
0.38,0.32,0.08,0.99624,3.27,0.85,11.0,2.509435477395005,0.3380281690140845,2.5076452599388377,6
0.45,0.11,0.043,0.99354,3.3,0.65,11.4,2.415604807053566,0.5,2.0909090909090913,6
0.22,0.3,0.065,0.99672,3.61,0.82,10.0,1.8059234288466168,0.8,1.9390581717451525,6
0.32,0.23,0.066,0.99588,3.43,0.62,10.1,2.3095152026348553,0.5,2.128279883381924,5
0.2,0.43,0.076,0.99672,3.53,0.81,10.4,2.5082269845091902,0.6078431372549019,2.3229461756373935,6
0.5,0.12,0.178,0.996,3.28,0.87,9.8,1.8072289156626506,0.2857142857142857,2.3780487804878048,6
0.41,0.45,0.071,0.99702,3.21,0.49,11.8,6.218531223044673,0.42857142857142855,3.115264797507788,7
0.39,0.42,0.086,0.99526,3.39,0.66,11.6,2.009525149207242,0.42857142857142855,2.3008849557522124,6
0.35,0.47,0.061,0.99585,3.23,0.52,12.0,2.0083345885424513,0.5454545454545454,3.0959752321981426,6
0.33,0.32,0.067,0.99473,3.3,0.76,12.8,2.8148341761080893,0.3333333333333333,2.484848484848485,7
0.58,0.23,0.044,0.99352,3.46,0.65,12.5,2.516305660681214,0.22857142857142856,1.7630057803468207,6
0.6,0.25,0.118,0.99616,3.15,0.53,9.8,2.208480565371025,0.23684210526315788,2.6349206349206353,5
0.42,0.35,0.083,0.99622,3.23,0.66,11.1,2.107968119491679,0.4473684210526316,2.972136222910217,6
0.58,0.0,0.1,0.99544,3.59,0.68,11.4,2.2100779554769754,0.7936507936507936,1.8384401114206128,6
0.18,0.51,0.071,0.99524,3.33,0.76,11.8,1.7583698404404968,0.5113636363636364,2.5525525525525525,7
0.51,0.18,0.042,0.9924,3.46,0.87,12.9,2.1160822249093107,0.15841584158415842,1.4739884393063583,7
0.41,0.43,0.076,0.99572,3.42,1.16,10.6,2.8120355119913225,0.4074074074074074,1.9590643274853803,6
0.41,0.43,0.11,0.99728,3.16,0.67,10.8,2.206000320872774,0.2972972972972973,3.2278481012658222,5
0.36,0.57,0.087,0.99676,3.14,0.72,11.1,2.307476222962398,0.3,3.3757961783439487,7
0.45,0.43,0.076,0.99551,3.21,0.75,10.2,1.4063143514379564,0.5714285714285714,2.741433021806854,6
0.32,0.42,0.075,0.99434,3.14,0.71,11.8,2.31309210129332,0.631578947368421,2.7070063694267517,7
0.785,0.24,0.078,0.99692,3.29,0.67,10.0,1.705252176704249,0.47619047619047616,2.735562310030395,5
0.44,0.5,0.369,0.99634,3.01,1.1,9.4,1.9069795451351947,0.39473684210526316,2.823920265780731,5
0.54,0.26,0.111,0.99709,2.94,0.98,10.2,2.005836985628178,0.11666666666666667,3.36734693877551,5
